,Unnamed: 0,state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,customer_lifetime_value,effective_to_date,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount,date,day,month,year,week
3094,3386.0,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal,Offer1,Agent,SUV,Medsize,4576.759564,2011-01-08,48569.0,114.0,0.0,14.0,0.0,1.0,434.7579,2011-01-08,8,1,2011,1
3095,3387.0,California,No,Premium,College,Unemployed,F,Suburban,Single,Personal,Offer1,Web,Two-Door Car,Medsize,2875.43239,2011-02-02,84768.0,72.0,6.0,31.0,0.0,1.0,110.484661,2011-02-02,2,2,2011,5
3096,3388.0,California,Yes,Basic,Bachelor,Others,M,Suburban,Divorced,Special,Offer2,Web,Four-Door Car,Medsize,3031.399321,2011-02-09,0.0,86.0,7.0,31.0,0.0,1.0,619.2,2011-02-09,9,2,2011,6
3097,3389.0,California,No,Basic,High School or Below,Employed,M,Suburban,Single,Personal,Offer1,Branch,Four-Door Car,Medsize,5979.724161,2011-02-07,57693.0,76.0,16.0,56.0,0.0,3.0,547.2,2011-02-07,7,2,2011,6
3098,3390.0,Oregon,No,Premium,Master,Employed,M,Suburban,Single,Special,Offer4,Web,Four-Door Car,Medsize,2242.244448,2011-01-21,0.0,65.0,18.0,48.0,0.0,1.0,85.612463,2011-01-21,21,1,2011,3
3099,3391.0,Oregon,No,Basic,College,Employed,F,Suburban,Divorced,Personal,Offer3,Call Center,Four-Door Car,Medsize,,,,,,,,,,,0,0,0,0
3100,3392.0,Oregon,Yes,Basic,Bachelor,Employed,M,Suburban,Married,Personal,Offer2,Call Center,Two-Door Car,Medsize,15814.74557,2011-02-27,0.0,146.0,7.0,50.0,0.0,2.0,1055.43784,2011-02-27,27,2,2011,8
3101,3393.0,Oregon,No,Extended,College,Employed,M,Rural,Single,Personal,Offer1,Call Center,Two-Door Car,Medsize,4879.384813,2011-01-14,67163.0,61.0,17.0,41.0,2.0,5.0,33.192803,2011-01-14,14,1,2011,2
3102,3394.0,Nevada,Yes,Basic,College,Employed,F,Rural,Single,Personal,Offer2,Agent,Two-Door Car,Medsize,5494.87251,2011-02-07,89205.0,68.0,28.0,86.0,0.0,6.0,165.523154,2011-02-07,7,2,2011,6
3103,3395.0,Arizona,No,Extended,High School or Below,Employed,M,Urban,Married,Personal,Offer1,Agent,Four-Door Car,Medsize,5060.303189,2011-01-21,0.0,138.0,23.0,76.0,0.0,1.0,570.777441,2011-01-21,21,1,2011,3
3104,3396.0,Arizona,No,Extended,College,Employed,M,Suburban,Divorced,Personal,Offer1,Branch,SUV,Small,11269.23099,2011-01-07,65448.0,94.0,28.0,66.0,0.0,2.0,451.2,2011-01-07,7,1,2011,1
3105,3397.0,Washington,No,Basic,Bachelor,Employed,M,Urban,Married,Personal,Offer3,Web,Sports Car,Small,10552.87837,2011-01-03,77627.0,88.0,14.0,38.0,0.0,2.0,205.169178,2011-01-03,3,1,2011,1
3106,3400.0,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal,Offer2,Call Center,Four-Door Car,Small,7517.378484,2011-01-31,37695.0,96.0,17.0,3.0,0.0,3.0,460.8,2011-01-31,31,1,2011,5
3107,3401.0,Nevada,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal,Offer3,Call Center,Four-Door Car,Large,6298.177143,2011-02-03,89411.0,78.0,14.0,99.0,0.0,4.0,116.237322,2011-02-03,3,2,2011,5
3108,3402.0,California,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate,Offer2,Agent,Four-Door Car,Medsize,7821.945982,2011-01-30,0.0,114.0,27.0,39.0,0.0,4.0,914.31553,2011-01-30,30,1,2011,4
3109,3403.0,Oregon,No,Extended,Bachelor,Employed,F,Rural,Divorced,Corporate,Offer1,Agent,Two-Door Car,Medsize,,,,,,,,,,,0,0,0,0
3110,3404.0,Arizona,No,Basic,Master,Employed,F,Rural,Divorced,Corporate,Offer1,Agent,Four-Door Car,Small,4386.277558,2011-02-11,10621.0,67.0,28.0,22.0,0.0,5.0,321.6,2011-02-11,11,2,2011,6
3111,3405.0,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal,Offer4,Agent,Four-Door Car,Small,3499.988408,2011-01-23,16711.0,91.0,29.0,50.0,1.0,1.0,580.622219,2011-01-23,23,1,2011,3
3112,3406.0,California,No,Extended,Bachelor,Employed,M,Urban,Married,Special,Offer2,Agent,Four-Door Car,Medsize,7528.092744,2011-02-14,0.0,106.0,0.0,44.0,0.0,7.0,508.8,2011-02-14,14,2,2011,7
3113,3408.0,Oregon,No,Basic,College,Employed,F,Suburban,Divorced,Corporate,Offer2,Call Center,Four-Door Car,Medsize,2732.613084,2011-02-08,42968.0,69.0,15.0,85.0,0.0,1.0,331.2,2011-02-08,8,2,2011,6
3114,3409.0,California,No,Extended,College,Others,M,Suburban,Married,Personal,Offer1,Branch,Two-Door Car,Small,13736.1325,2011-02-13,16181.0,181.0,22.0,79.0,0.0,8.0,1261.319869,2011-02-13,13,2,2011,6
3115,3410.0,Arizona,No,Premium,College,Unemployed,M,Suburban,Single,Personal,Offer4,Call Center,Four-Door Car,Medsize,7060.212867,2011-01-27,85412.0,88.0,33.0,92.0,0.0,3.0,134.684555,2011-01-27,27,1,2011,4
3116,3411.0,Nevada,Yes,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal,Offer2,Web,Sports Car,Medsize,3732.305945,2011-02-26,75774.0,92.0,30.0,55.0,1.0,1.0,441.6,2011-02-26,26,2,2011,8
3117,3412.0,Oregon,Yes,Extended,College,Unemployed,M,Suburban,Married,Corporate,Offer2,Agent,SUV,Medsize,4064.182317,2011-01-31,26599.0,101.0,24.0,83.0,0.0,1.0,254.380731,2011-01-31,31,1,2011,5
3118,3413.0,Oregon,Yes,Basic,Bachelor,Employed,M,Suburban,Married,Personal,Offer2,Call Center,Two-Door Car,Medsize,5754.746414,2011-01-03,34847.0,73.0,26.0,24.0,0.0,7.0,525.6,2011-01-03,3,1,2011,1
3119,3414.0,Oregon,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal,Offer1,Web,Four-Door Car,Medsize,8460.80939,2011-01-02,0.0,115.0,13.0,43.0,0.0,4.0,552.0,2011-01-02,2,1,2011,52
3120,3415.0,Oregon,No,Basic,College,Employed,F,Urban,Married,Personal,Offer3,Branch,Four-Door Car,Small,5638.150224,2011-02-21,85896.0,70.0,28.0,27.0,0.0,3.0,48.629646,2011-02-21,21,2,2011,8
3121,3416.0,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal,Offer3,Branch,Sports Car,Medsize,7163.540342,2011-01-01,0.0,66.0,8.0,11.0,0.0,2.0,316.8,2011-01-01,1,1,2011,52
3122,3417.0,Oregon,No,Basic,College,Employed,F,Suburban,Married,Personal,Offer3,Call Center,Four-Door Car,Large,2803.796963,2011-02-18,43775.0,70.0,3.0,42.0,0.0,1.0,310.744656,2011-02-18,18,2,2011,7
3123,3418.0,Washington,Yes,Extended,College,Employed,F,Rural,Divorced,Personal,Offer2,Agent,Four-Door Car,Medsize,,,,,,,,,,,0,0,0,0
3124,3419.0,California,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal,Offer2,Branch,Two-Door Car,Medsize,3130.67843,2011-01-07,42056.0,78.0,21.0,2.0,0.0,1.0,221.951098,2011-01-07,7,1,2011,1
3125,3420.0,Washington,No,Basic,Master,Employed,M,Suburban,Divorced,Personal,Offer2,Web,SUV,Medsize,3741.570763,2011-01-23,13093.0,100.0,30.0,73.0,0.0,1.0,514.507039,2011-01-23,23,1,2011,3
3126,3421.0,Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal,Offer4,Agent,Two-Door Car,Medsize,3439.089657,2011-02-23,98278.0,85.0,26.0,60.0,0.0,1.0,367.577872,2011-02-23,23,2,2011,8
3127,3422.0,Arizona,Yes,Extended,Master,Others,F,Suburban,Married,Personal,Offer2,Agent,Two-Door Car,Medsize,7284.445594,2011-01-03,44605.0,91.0,3.0,45.0,0.0,7.0,436.8,2011-01-03,3,1,2011,1
3128,3423.0,California,No,Basic,High School or Below,Employed,M,Urban,Divorced,Personal,Offer2,Branch,Two-Door Car,Large,5278.528037,2011-01-25,32365.0,67.0,28.0,78.0,0.0,3.0,193.147858,2011-01-25,25,1,2011,4
3129,3424.0,California,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal,Offer3,Agent,Luxury SUV,Large,5680.276365,2011-02-05,82255.0,71.0,29.0,59.0,0.0,5.0,145.004323,2011-02-05,5,2,2011,5
3130,3425.0,Arizona,Yes,Extended,College,Others,F,Suburban,Divorced,Personal,Offer1,Agent,Sports Car,Medsize,2194.668123,2011-01-02,0.0,62.0,11.0,48.0,0.0,1.0,623.525433,2011-01-02,2,1,2011,52
3131,3426.0,Oregon,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal,Offer2,Call Center,Two-Door Car,Medsize,6473.32562,2011-01-27,0.0,88.0,3.0,99.0,0.0,6.0,468.492761,2011-01-27,27,1,2011,4
3132,3427.0,Oregon,No,Basic,Bachelor,Others,M,Suburban,Single,Personal,Offer1,Agent,Four-Door Car,Small,,,,,,,,,,,0,0,0,0
3133,3428.0,Oregon,No,Extended,Bachelor,Unemployed,F,Urban,Married,Personal,Offer2,Web,Four-Door Car,Medsize,4700.007467,2011-02-10,11417.0,63.0,25.0,57.0,0.0,6.0,302.4,2011-02-10,10,2,2011,6
3134,3429.0,Arizona,No,Extended,College,Employed,M,Rural,Divorced,Personal,Offer1,Branch,SUV,Medsize,,,,,,,,,,,0,0,0,0
3135,3430.0,Oregon,No,Basic,College,Employed,F,Suburban,Single,Personal,Offer3,Agent,Four-Door Car,Small,6158.846901,2011-01-02,0.0,67.0,20.0,29.0,2.0,2.0,321.6,2011-01-02,2,1,2011,52
3136,3431.0,Oregon,No,Basic,College,Unemployed,F,Suburban,Divorced,Personal,Offer3,Call Center,Four-Door Car,Small,8653.562027,2011-02-14,69704.0,72.0,25.0,92.0,0.0,2.0,89.921281,2011-02-14,14,2,2011,7
3137,3432.0,Oregon,Yes,Extended,Bachelor,Others,F,Suburban,Single,Corporate,Offer1,Agent,SUV,Medsize,3776.320768,2011-02-12,20101.0,96.0,28.0,44.0,0.0,1.0,291.536748,2011-02-12,12,2,2011,6
3138,3433.0,Oregon,No,Extended,College,Unemployed,M,Urban,Married,Personal,Offer3,Call Center,Two-Door Car,Medsize,4897.041423,2011-01-07,24383.0,69.0,4.0,78.0,2.0,4.0,331.2,2011-01-07,7,1,2011,1
3139,3434.0,Arizona,No,Basic,Master,Employed,F,Urban,Married,Personal,Offer1,Branch,SUV,Medsize,14947.9173,2011-02-10,22139.0,100.0,34.0,31.0,0.0,2.0,480.0,2011-02-10,10,2,2011,6
3140,3435.0,California,No,Premium,Bachelor,Employed,M,Urban,Divorced,Personal,Offer2,Web,SUV,Medsize,9011.129467,2011-01-01,88708.0,112.0,6.0,71.0,0.0,9.0,499.663591,2011-01-01,1,1,2011,52
3141,3436.0,Arizona,Yes,Extended,College,Employed,F,Suburban,Married,Personal,Offer1,Branch,SUV,Medsize,10083.48688,2011-02-19,11828.0,90.0,18.0,84.0,0.0,2.0,571.479602,2011-02-19,19,2,2011,7
3142,3437.0,Arizona,Yes,Basic,College,Others,F,Suburban,Married,Corporate,Offer2,Branch,Two-Door Car,Large,2938.728161,2011-01-12,0.0,80.0,2.0,49.0,1.0,1.0,384.0,2011-01-12,12,1,2011,2
3143,3438.0,California,No,Basic,Bachelor,Employed,F,Urban,Married,Personal,Offer2,Branch,SUV,Medsize,5639.941974,2011-01-10,73168.0,70.0,21.0,50.0,0.0,3.0,425.800112,2011-01-10,10,1,2011,2
3144,3439.0,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal,Offer2,Web,Two-Door Car,Medsize,2606.045519,2011-02-11,0.0,71.0,10.0,22.0,0.0,1.0,409.459488,2011-02-11,11,2,2011,6
3145,3440.0,Oregon,No,Extended,Bachelor,Employed,F,Suburban,Single,Special,Offer2,Call Center,Four-Door Car,Medsize,,,,,,,,,,,0,0,0,0
3146,3441.0,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal,Offer2,Branch,Two-Door Car,Medsize,5226.286197,2011-01-26,76646.0,65.0,3.0,30.0,0.0,9.0,263.844471,2011-01-26,26,1,2011,4
3147,3442.0,California,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Corporate,Offer2,Branch,Four-Door Car,Small,8382.630118,2011-02-04,19683.0,117.0,17.0,41.0,1.0,9.0,561.6,2011-02-04,4,2,2011,5
3148,3443.0,Oregon,Yes,Basic,College,Employed,F,Rural,Married,Personal,Offer1,Agent,SUV,Medsize,14703.13246,2011-02-02,0.0,71.0,16.0,30.0,1.0,2.0,819.576016,2011-02-02,2,2,2011,5
3149,3444.0,California,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate,Offer3,Web,Two-Door Car,Medsize,,,,,,,,,,,0,0,0,0
3150,3445.0,Oregon,Yes,Extended,College,Employed,F,Rural,Divorced,Corporate,Offer2,Agent,Four-Door Car,Medsize,12265.60041,2011-01-01,35693.0,103.0,8.0,63.0,0.0,2.0,494.4,2011-01-01,1,1,2011,52
3151,3446.0,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Corporate,Offer1,Agent,Four-Door Car,Small,4529.976333,2011-02-22,0.0,65.0,7.0,67.0,0.0,7.0,438.369382,2011-02-22,22,2,2011,8
3152,3447.0,Arizona,No,Extended,College,Employed,M,Suburban,Married,Personal,Offer1,Agent,Four-Door Car,Medsize,9220.013197,2011-02-08,0.0,136.0,13.0,28.0,0.0,4.0,979.2,2011-02-08,8,2,2011,6
3153,3448.0,California,No,Basic,High School or Below,Employed,M,Suburban,Single,Personal,Offer3,Web,Four-Door Car,Medsize,4087.512572,2011-02-15,24123.0,104.0,7.0,61.0,0.0,1.0,748.8,2011-02-15,15,2,2011,7
3154,3449.0,California,No,Extended,Bachelor,Unemployed,M,Urban,Married,Personal,Offer3,Branch,Four-Door Car,Medsize,9247.547393,2011-01-23,85654.0,116.0,5.0,55.0,0.0,4.0,346.265295,2011-01-23,23,1,2011,3
3155,3450.0,Washington,No,Basic,High School or Below,Others,M,Suburban,Married,Corporate,Offer1,Web,SUV,Medsize,13024.13012,2011-01-31,0.0,125.0,6.0,61.0,0.0,2.0,900.0,2011-01-31,31,1,2011,5
3156,3451.0,Washington,Yes,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal,Offer1,Agent,Two-Door Car,Medsize,,,,,,,,,,,0,0,0,0
3157,3452.0,Oregon,No,Basic,College,Unemployed,F,Suburban,Single,Personal,Offer2,Agent,Four-Door Car,Medsize,6104.723142,2011-01-06,84822.0,76.0,5.0,13.0,0.0,5.0,219.879452,2011-01-06,6,1,2011,1
3158,3454.0,Oregon,Yes,Extended,Bachelor,Others,F,Suburban,Married,Personal,Offer2,Agent,SUV,Small,2725.356404,2011-01-03,36650.0,69.0,2.0,70.0,1.0,1.0,56.60333,2011-01-03,3,1,2011,1
3159,3455.0,Arizona,No,Extended,Master,Others,F,Rural,Married,Personal,Offer1,Branch,Four-Door Car,Medsize,3260.74476,2011-01-18,0.0,90.0,8.0,33.0,0.0,1.0,432.0,2011-01-18,18,1,2011,3
3160,3456.0,Washington,No,Extended,Bachelor,Employed,M,Suburban,Single,Personal,Offer4,Branch,Four-Door Car,Medsize,,,,,,,,,,,0,0,0,0
3161,3458.0,Washington,No,Basic,Doctor,Employed,F,Urban,Married,Personal,Offer1,Branch,Sports Car,Medsize,7599.895827,2011-02-09,52113.0,97.0,14.0,85.0,0.0,6.0,465.6,2011-02-09,9,2,2011,6
3162,3459.0,Oregon,No,Basic,College,Unemployed,F,Suburban,Single,Corporate,Offer1,Agent,Sports Car,Medsize,,,,,,,,,,,0,0,0,0
3163,3460.0,Oregon,Yes,Extended,College,Employed,F,Urban,Married,Personal,Offer2,Branch,Four-Door Car,Medsize,5633.949267,2011-02-09,37595.0,70.0,2.0,22.0,0.0,9.0,501.994635,2011-02-09,9,2,2011,6
3164,3461.0,Arizona,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal,Offer2,Call Center,Luxury SUV,Medsize,5640.021911,2011-01-25,41396.0,70.0,7.0,7.0,0.0,3.0,336.0,2011-01-25,25,1,2011,4
3165,3462.0,California,No,Basic,Master,Employed,M,Urban,Married,Personal,Offer1,Agent,Luxury SUV,Medsize,8370.401649,2011-01-27,77512.0,104.0,2.0,5.0,0.0,6.0,433.608534,2011-01-27,27,1,2011,4
3166,3463.0,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal,Offer4,Web,Four-Door Car,Small,5170.450306,2011-02-26,35334.0,65.0,29.0,31.0,0.0,4.0,468.0,2011-02-26,26,2,2011,8
3167,3464.0,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal,Offer1,Web,Four-Door Car,Medsize,7521.194691,2011-02-14,0.0,104.0,13.0,20.0,0.0,3.0,499.2,2011-02-14,14,2,2011,7
3168,3466.0,Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal,Offer3,Web,Four-Door Car,Small,12731.95161,2011-01-14,40870.0,105.0,3.0,56.0,0.0,2.0,504.0,2011-01-14,14,1,2011,2
3169,3467.0,Arizona,No,Extended,College,Employed,F,Urban,Married,Personal,Offer2,Branch,Four-Door Car,Medsize,5666.867962,2011-01-19,53907.0,71.0,1.0,52.0,0.0,9.0,189.907577,2011-01-19,19,1,2011,3
3170,3468.0,California,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal,Offer1,Agent,SUV,Medsize,4436.806209,2011-02-05,77609.0,111.0,26.0,75.0,0.0,1.0,62.935952,2011-02-05,5,2,2011,5
3171,3469.0,California,Yes,Premium,Bachelor,Employed,F,Suburban,Single,Corporate,Offer2,Agent,Luxury Car,Medsize,,,,,,,,,,,0,0,0,0
3172,3470.0,California,No,Basic,College,Unemployed,F,Urban,Married,Personal,Offer4,Call Center,Four-Door Car,Medsize,2436.005997,2011-01-30,87462.0,61.0,0.0,79.0,1.0,1.0,51.294615,2011-01-30,30,1,2011,4
3173,3472.0,Oregon,No,Basic,College,Employed,M,Rural,Divorced,Personal,Offer1,Agent,Four-Door Car,Medsize,6650.816974,2011-02-14,99494.0,83.0,11.0,65.0,0.0,3.0,398.4,2011-02-14,14,2,2011,7
3174,3473.0,Oregon,No,Basic,Bachelor,Others,M,Suburban,Married,Personal,Offer1,Web,SUV,Medsize,2751.365822,2011-01-08,42585.0,69.0,16.0,44.0,0.0,1.0,288.295744,2011-01-08,8,1,2011,1
3175,3474.0,Oregon,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate,Offer2,Call Center,Four-Door Car,Medsize,4362.931238,2011-01-03,58842.0,110.0,6.0,74.0,0.0,1.0,528.0,2011-01-03,3,1,2011,1
3176,3475.0,Nevada,No,Extended,High School or Below,Employed,M,Suburban,Single,Personal,Offer4,Call Center,Luxury Car,Small,4014.453113,2011-01-08,37384.0,99.0,9.0,17.0,0.0,1.0,475.2,2011-01-08,8,1,2011,1
3177,3476.0,Arizona,No,Premium,High School or Below,Employed,F,Rural,Married,Personal,Offer1,Call Center,Four-Door Car,Medsize,8459.053233,2011-01-03,92717.0,70.0,24.0,19.0,0.0,2.0,224.27582,2011-01-03,3,1,2011,1
3178,3477.0,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Single,Personal,Offer2,Web,Four-Door Car,Medsize,2203.439795,2011-02-26,0.0,72.0,33.0,6.0,2.0,1.0,518.715288,2011-02-26,26,2,2011,8
3179,3478.0,Nevada,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal,Offer1,Branch,Luxury SUV,Medsize,9388.162927,2011-01-20,75264.0,78.0,24.0,92.0,0.0,2.0,343.340301,2011-01-20,20,1,2011,3
3180,3480.0,Washington,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal,Offer4,Agent,Four-Door Car,Large,6791.215414,2011-01-10,0.0,101.0,19.0,11.0,1.0,8.0,727.2,2011-01-10,10,1,2011,2
3181,3481.0,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal,Offer4,Web,Four-Door Car,Medsize,,,,,,,,,,,0,0,0,0
3182,3483.0,California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal,Offer2,Call Center,Four-Door Car,Medsize,3038.114641,2011-01-20,31532.0,79.0,1.0,26.0,0.0,1.0,241.077843,2011-01-20,20,1,2011,3
3183,3484.0,Arizona,No,Basic,Doctor,Employed,M,Urban,Single,Personal,Offer4,Agent,Four-Door Car,Medsize,8879.790017,2011-02-03,52583.0,113.0,12.0,59.0,0.0,7.0,528.20086,2011-02-03,3,2,2011,5
3184,3485.0,Nevada,No,Premium,High School or Below,Employed,F,Urban,Married,Personal,Offer1,Call Center,Four-Door Car,Medsize,,,,,,,,,,,0,0,0,0
3185,3486.0,Washington,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal,Offer2,Web,Two-Door Car,Small,8457.461231,2011-01-08,26023.0,72.0,26.0,33.0,1.0,2.0,79.463916,2011-01-08,8,1,2011,1
3186,3487.0,California,No,Basic,High School or Below,Employed,M,Suburban,Single,Personal,Offer3,Agent,Two-Door Car,Medsize,4770.73904,2011-02-03,28666.0,64.0,23.0,81.0,0.0,8.0,307.2,2011-02-03,3,2,2011,5
3187,3488.0,California,No,Basic,College,Employed,F,Suburban,Married,Personal,Offer1,Agent,Four-Door Car,Small,4312.869599,2011-01-15,21004.0,62.0,27.0,20.0,0.0,3.0,297.6,2011-01-15,15,1,2011,2
3188,3489.0,Arizona,No,Basic,College,Others,F,Suburban,Single,Personal,Offer3,Call Center,SUV,Medsize,6293.963716,2011-01-27,45430.0,81.0,21.0,37.0,0.0,8.0,388.8,2011-01-27,27,1,2011,4
3189,3490.0,Oregon,No,Basic,Doctor,Employed,F,Urban,Married,Personal,Offer2,Call Center,Four-Door Car,Medsize,7098.017093,2011-02-17,37511.0,185.0,14.0,93.0,2.0,1.0,579.467191,2011-02-17,17,2,2011,7
3190,3491.0,Nevada,Yes,Extended,Bachelor,Unemployed,F,Suburban,Married,Personal,Offer2,Agent,Four-Door Car,Small,4395.885525,2011-01-13,28719.0,110.0,0.0,17.0,0.0,1.0,792.0,2011-01-13,13,1,2011,2
3191,3492.0,Arizona,No,Basic,Master,Employed,M,Suburban,Married,Personal,Offer3,Branch,Four-Door Car,Small,5564.735366,2011-02-02,49833.0,69.0,5.0,74.0,0.0,7.0,331.2,2011-02-02,2,2,2011,5
3192,3493.0,Nevada,Yes,Basic,College,Employed,M,Urban,Single,Personal,Offer2,Agent,Two-Door Car,Medsize,5321.108879,2011-01-13,67431.0,136.0,28.0,17.0,1.0,1.0,652.8,2011-01-13,13,1,2011,2
3193,3494.0,Arizona,Yes,Basic,Doctor,Employed,F,Urban,Married,Special,Offer2,Branch,Four-Door Car,Medsize,2867.312197,2011-01-03,23376.0,78.0,19.0,18.0,0.0,1.0,374.4,2011-01-03,3,1,2011,1
3194,3495.0,Oregon,No,Basic,Bachelor,Employed,F,Urban,Married,Personal,Offer4,Branch,Four-Door Car,Medsize,9414.119587,2011-01-28,20455.0,84.0,14.0,40.0,2.0,2.0,564.922034,2011-01-28,28,1,2011,4
3195,3496.0,Oregon,No,Basic,College,Unemployed,F,Suburban,Single,Corporate,Offer3,Web,Two-Door Car,Small,7414.436023,2011-02-05,62473.0,185.0,25.0,29.0,0.0,1.0,1298.853615,2011-02-05,5,2,2011,5
3196,3497.0,Washington,Yes,Extended,High School or Below,Employed,M,Suburban,Single,Corporate,Offer1,Agent,Four-Door Car,Medsize,5078.451231,2011-01-04,35289.0,65.0,34.0,94.0,0.0,3.0,123.945627,2011-01-04,4,1,2011,1
3197,3499.0,California,No,Premium,Bachelor,Unemployed,F,Suburban,Married,Personal,Offer1,Branch,Four-Door Car,Medsize,2773.455358,2011-01-26,73478.0,68.0,2.0,38.0,0.0,1.0,241.88878,2011-01-26,26,1,2011,4
3198,3500.0,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Divorced,Personal,Offer1,Branch,SUV,Medsize,8072.746442,2011-01-15,30584.0,68.0,10.0,37.0,0.0,2.0,51.662597,2011-01-15,15,1,2011,2
3199,3501.0,Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal,Offer1,Agent,Four-Door Car,Medsize,12280.76661,2011-01-01,88340.0,102.0,16.0,1.0,0.0,2.0,489.6,2011-01-01,1,1,2011,52
3200,3502.0,Arizona,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal,Offer4,Web,Four-Door Car,Medsize,3136.432103,2011-01-20,49532.0,79.0,16.0,9.0,1.0,1.0,220.186677,2011-01-20,20,1,2011,3
3201,3503.0,Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Personal,Offer1,Agent,Two-Door Car,Medsize,5232.333113,2011-01-26,0.0,154.0,26.0,85.0,0.0,1.0,1140.523821,2011-01-26,26,1,2011,4
3202,3504.0,Nevada,No,Basic,College,Employed,M,Suburban,Married,Corporate,Offer4,Call Center,SUV,Medsize,14722.22122,2011-02-01,43982.0,126.0,20.0,68.0,1.0,2.0,604.8,2011-02-01,1,2,2011,5
3203,3505.0,California,Yes,Extended,College,Employed,F,Rural,Married,Personal,Offer2,Call Center,Two-Door Car,Small,,,,,,,,,,,0,0,0,0
3204,3506.0,Arizona,No,Extended,College,Employed,F,Suburban,Married,Corporate,Offer2,Call Center,Two-Door Car,Medsize,5970.995737,2011-01-23,64008.0,85.0,9.0,66.0,5.0,5.0,372.893812,2011-01-23,23,1,2011,3
3205,3507.0,California,No,Basic,High School or Below,Employed,F,Urban,Married,Personal,Offer4,Agent,Two-Door Car,Medsize,8026.278333,2011-02-07,87421.0,99.0,21.0,6.0,0.0,6.0,475.2,2011-02-07,7,2,2011,6
3206,3508.0,Oregon,No,Basic,High School or Below,Employed,F,Urban,Married,Personal,Offer4,Web,SUV,Small,3567.503755,2011-01-07,0.0,102.0,28.0,11.0,0.0,1.0,660.430456,2011-01-07,7,1,2011,1
3207,3509.0,California,No,Basic,Bachelor,Employed,M,Suburban,Single,Personal,Offer4,Branch,Four-Door Car,Medsize,8491.020256,2011-02-24,62076.0,71.0,25.0,82.0,0.0,2.0,227.225113,2011-02-24,24,2,2011,8
3208,3510.0,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Single,Corporate,Offer1,Web,Sports Car,Medsize,2545.220272,2011-02-26,26746.0,66.0,20.0,41.0,0.0,1.0,165.75305,2011-02-26,26,2,2011,8
3209,3511.0,Arizona,No,Basic,Bachelor,Others,M,Suburban,Single,Personal,Offer1,Call Center,SUV,Medsize,8870.673845,2011-01-03,91580.0,73.0,14.0,52.0,0.0,2.0,290.70096,2011-01-03,3,1,2011,1
3210,3512.0,Oregon,Yes,Basic,Bachelor,Others,M,Suburban,Divorced,Corporate,Offer1,Agent,Four-Door Car,Large,,,,,,,,,,,0,0,0,0
3211,3513.0,California,No,Basic,College,Employed,M,Rural,Married,Personal,Offer4,Branch,Four-Door Car,Medsize,9378.900706,2011-01-30,51425.0,119.0,32.0,66.0,0.0,3.0,560.154132,2011-01-30,30,1,2011,4
3212,3514.0,Oregon,Yes,Premium,High School or Below,Employed,F,Rural,Married,Corporate,Offer2,Web,Four-Door Car,Medsize,5645.513529,2011-01-09,44162.0,71.0,27.0,16.0,0.0,7.0,160.825045,2011-01-09,9,1,2011,1
